,date,content
0,2026-08-13,"US lawmakers want to know: Who's calling the shots in the president's multi-billion-dollar stock-trading spree?
In a letter sent to President Donald Trump on Wednesday, US Senator Elizabeth Warren and US Representative Robert Garcia, who is the head of the House Committee on Oversight and Government Reform, aired concerns about Trump's recent trading activity. In his latest annual financial disclosure, the president revealed that he executed over 21,000 trades in his personal portfolio last year, far outpacing the trading activity of any other president, according to an analysis from the financial data firm Unusual Whales.
Trump's trades generated more than $2 billion in income for the 2025 year, filings show, adding to concerns about conflicts of interest. The president has traded stocks that he posted about on social media, mentioned at public events, and that are tied to deals with the federal government.
The total amount Trump traded may be even higher than what has been listed in the public filings, Warren and Garcia said, since the public disclosures don't include transactions under $1,000.
""The sheer volume of stock trading by a sitting president is unprecedented. You—or the entities responsible for your accounts—made an average of approximately 50 trades every day markets were open during the first quarter of 2026,"" the letter said.
The lawmakers highlighted several examples of stock purchases Trump made that either preceded or followed ""favorable"" statements or government announcements. Here are several notable investments that were outlined:
Trump purchased between $1 million and $5 million worth of Boeing stock 10 days before reports circulated that the president planned to travel to China.
In March, Trump sold up to $1 million of Boeing shares and announced he planned to delay his trip.
In May, Trump visited China and announced the US's sale of 200 Boeing planes to the nation.
The lawmakers also included a list of questions for Trump to answer, prodding the president to list his investment managers, third parties involved with his trading accounts, and to describe the extent of Trump's and his family's involvement in selecting his investment team.
""Every other recent president has sold their individual stocks before assuming office, put their money in broadly diversified funds, or set up a true blind trust,"" the letter said, later pointing to how the Trump Organization and some of Trump's personal assets are being controlled by his sons.
Speaking to reporters in July, Trump said his wealth was controlled by outside funds and that he had no contact with those investing his money.
Take a smarter break in your day - and see how far you get.
Anna Kelly, a spokesperson for the White House, told Business Insider in an email that all of Trump's investments were held in ""fully discretionary accounts managed by independent third-party financial institutions.""
""There are no conflicts of interest,"" she added.
No comments right now, check back later.
Comments are unavailable right now.
Jump to

      Every time  publishes a story, you’ll get an alert straight to your inbox!
    

      Look out for an alert in your inbox the next time  publishes a story!
    

      Every time a new  story is published, you’ll get an alert straight to your inbox!
    

      Look out for an alert in your inbox the next time a new  story is published!
    


        By clicking “Sign up”, you agree to receive emails from Business Insider. In addition, you accept Insider’s
        Terms of Service and
        Privacy Policy.
      "
1,2026-08-13,"More display panels now go into refurbished phones than into new ones. That crossover happened for the first time this year, and it is the clearest evidence yet that the memory shortage has stopped being a squeeze and started being a permanent reset of what a phone costs.
Start with the number, because it is the kind that settles an argument. In the first quarter of 2026, panel makers shipped 298 million displays into the refurbished phone market.
They shipped 289 million to the companies that make new phones.
The refurbished figure was up 20% year on year, according to Omdia. The two lines crossed, and the second-hand side is the one still climbing.
Refurbishment here is broader than a shop selling you a used handset. Omdia counts panels going into consumer repairs, into the professional refurbishment of recycled phones, and into aftermarket replacement parts.
So the figure captures cracked screens as well as resold devices. It is the whole business of keeping an existing phone alive rather than replacing it.
The technology split is telling. OLED made up 7% of refurbished market shipments in the quarter, up from 2% a year earlier, which means the rest is still LCD.
Read that as the premium phones of three or four years ago now entering their second life.
The cause runs back to memory. High memory prices pushed component costs up, phone makers cut their build plans, and the orders panel factories were expecting did not arrive.
Omdia expects display demand from new phones to fall 12% across 2026. Capacity does not idle politely while that happens.
Joy Guo, a senior principal analyst in Omdia’s displays practice, put it in terms of storage rather than growth. The refurbishment market “acts like a reservoir that helps absorb fluctuations in demand from smartphone manufacturers”, she said.
A reservoir is not a market you target. It is where the overflow goes.
The new-phone side of the ledger explains the rest. Global smartphone shipments fell 6% in the second quarter to 272 million units, down from 288.9 million a year earlier.
The pain was not evenly shared. Xiaomi fell 26% to 31.2 million, a second consecutive quarterly decline, and more than half its shipments sit below $200.
That is the segment where a component cost increase cannot be absorbed. OPPO, which includes OnePlus and realme, fell 17% to 28.4 million while cutting entry-level models to protect margin. Vivo fell 18%.
Not all of the decline is about components. Shipments to the Middle East fell 18% on geopolitical disruption to supply chains and retail, which Omdia treats as temporary and expects to stabilise in the second half.
The desk has tracked each stage of the rest. Memory costs have already produced a fifth quarterly fall in Chinese shipments, and the same squeeze has been working through the PC market.
Samsung shipped 60.5 million, up 5%, and took 22% of the market. It makes its own memory, and Omdia credits that vertical integration for letting it absorb the shortage better than rivals.
It also picked up entry-level share, because Chinese competitors trimmed their ranges and raised prices. Owning the scarce component turns out to be worth more than owning the cheapest phone.
Apple had its best second quarter on record, shipping 55.1 million, up 23%, for a 20% share in what is normally its weakest quarter.
That one carries an asterisk. Channel partners loaded up on base iPhone 17 stock in anticipation of price rises and a dearer iPhone 18, so some of the growth is inventory rather than demand. Apple has already raised iPhone 17 prices in Japan.
Here is the argument worth taking seriously, and it is Omdia’s own. Prices did not simply rise. Expectations rose with them.
Consumers have spent a year getting used to higher phone prices, which gives manufacturers room to set their pricing from that higher base once memory costs eventually fall. Omdia calls it “a structural repricing of the smartphone market, where profitability increasingly takes precedence over volume expansion”.
“Price is once again becoming a competitive differentiator,” said Le Xuan Chiew, a research manager at Omdia.
Amber Liu, a practice leader at the firm, expects no quick recovery. Shipments will keep declining despite flagship launches, holiday promotions and shopping festivals, she said.
The caveat matters. This is a forecast about future pricing behaviour, not an observed fact, and it assumes consumers stay recalibrated rather than simply buying less.
Omdia published a second set of numbers on Thursday, and one line in it matters here. Rising memory and storage costs are pushing average selling prices higher across wearable bands.
That claim has names attached. Samsung has raised prices on its Galaxy Watch series, and selected advanced sports watch lines followed, Omdia said.
Be precise about what that does and does not show. Wearable shipments fell 2% year on year in the quarter, and Omdia puts that down to a split in consumer demand rather than to component costs.
The pricing is the part that carries over. A squeeze that started in phone bills of materials is now visible in a second category, on named products, in the same quarter.
Omdia expects manufacturers to respond to higher prices by making them easier to swallow. That means more device financing, wider trade-in schemes, more bundles, and more revenue from services.
Look at where a trade-in goes. A phone handed back at the counter is precisely the device that gets refurbished, fitted with a new panel and sold again.
So the mechanism the industry is using to protect new-phone sales is also supplying the market that competes with them. It is a closed loop, and only one end of it is growing.
The rest of the outlook is grim in an orderly way. Channel inventory has normalised, but component costs keep supply tight and prices high, and Omdia expects no broad recovery in volumes until those costs start falling.
This is where it lands on this side of the Atlantic. Europe has spent years legislating towards longer device lifespans, and Germany has already moved on security updates and the right to repair.
Those rules were written as environmental policy. They now describe the cheapest way to own a phone.
A supply chain that has quietly reoriented towards repairs and refurbishment is the industrial version of the same argument, arrived at by accident rather than by regulation.
The market also has an obvious floor under it. Cheap new phones are the ones being cut, and the desk has covered how the memory crisis reached cheap smartphones first.
Two things are checkable rather than rhetorical. The first is whether the crossover holds in the second quarter, because one quarter is a data point and two is a trend.
The second is what happens when memory prices fall. If new-phone prices come down with them, this was a squeeze. If they stay where they are, Omdia was right and the industry has quietly moved its floor.
The refurbished market will answer that question either way. It grows when new phones are expensive, and it is currently growing faster than the thing it replaces.



                                    Technology enthusiast and intern at The Next Web, contributing to research-backed content and investigating new technologies and global even                                                                        (show all)

Technology enthusiast and intern at The Next Web, contributing to research-backed content and investigating new technologies and global events. Interested in business and how the narrative and perception of technology is shaped.

Get the most important tech news in your inbox each week.
The heart of tech
A Tekpon Company
Copyright © 2006—2026, Cogneve, INC. Made with <3 in Amsterdam."
2,2026-08-13,"There are all kinds of smart devices on the market these days, but if you want one to solve a particular personal problem, sometimes it’s easiest to just build your own. That’s precisely what [hvermaak.projects] did when it came to the Ouma Ria Smart Clock.
The clock was primarily intended to act as a useful tool for providing medication reminders, before some extra useful home functionality was folded in. The heart of the build is an ESP32-WROOM-32 hooked up to four 8×8 WS2812B addressable LED panels acting as a display. A further 30 WS2812Bs in a strip act as a status indicator. A DS3231 real-time-clock module ensures the clock keeps accurate time, while a BH1750 ambient light sensor makes sure the clock is responsive to current lighting conditions. There’s also a DFPlayer Mini audio module for spoken announcements and chimes, while there are inputs for AM312 passive infrared motion sensors that allow the clock to act as a rudimentary security monitor. There’s even a web interface for control and scheduling.
The device ultimately evolved into something that helped with daily live, handling everything from medication management to remembering birthdays, and even helping out with kitchen timing tasks.  We’ve featured some other innovative builds in this space in recent years, too, like this explosively loud alarm clock.
Medication reminders, Dr. Appts, Birthdays etc are all done on my cellphone, easy, but then I wouldn’t get on Hackaday would I?  Oh well, and my reminder thing fits in my pocket.
I like it. It’s a useful aid for the elderly and building such things can keep an old brain working for a bit longer.
Now to combine it with with pet food dispensers to hide it inside my Ensure/fiber gruel…
Please be kind and respectful to help make the comments section excellent. (Comment Policy)
This site uses Akismet to reduce spam. Learn how your comment data is processed."
3,2026-08-13,"Open-source finance terminal. Fast, keyboard-driven and extensible. Available as a desktop app or TUI.
Gloomberb is command-bar first. Type a ticker or a shortcut like DES AAPLor TOP and jump straight into the market view.
Quotes, charts, financials, filings, holders, insiders, options, analyst ratings, events, and relative valuation.
Ranked stories, breaking news, sector feeds, global indices, FX, macro events, yield curves, movers, and sentiment.
Portfolios, watchlists, broker connections, alerts, notes, AI screens, prediction markets, and Gloom Cloud chat.
Security details for a ticker.
Ticker quote.
Polymarket and Kalshi prediction data.
Ranked market stories.
Top gainers, losers, and active tickers.
Market heatmap for large US stocks and ETFs.
Global equity indices.
Economic events and releases.
Ticker charts.
Ticker return correlations.
Analyst targets and ratings.
Institutional holders.
Relative valuation.
Institutional fund filings and holdings.
SEC filings and company disclosures.
Ticker-related market posts.
Options monitor.
Portfolio risk and sector exposure.
Notes scratchpad.
Yield curve.
S&P 500 sector performance.
Major FX cross rates.
Fear and greed market gauge.
Price alerts.
Congress trading disclosures.
TheBuildout infrastructure intelligence.
Gloomberb Cloud chat.
Get Gloomberb as a desktop app or install the TUI.
[Gloom]
[Resources]
[Legal]
[Connect]
© 2026 Gloomberb"
4,2026-08-13,"Vast swaths of land and buildings are on the market, with more to come as financially distressed schools close around the country."
5,2026-08-13,"Jennifer Garner, 54, said entering the business world later in her career has made it easier to admit what she doesn't know.
Speaking on Tuesday's episode of ""Forbes Talks,"" the actor said one thing she enjoys about entrepreneurship is getting to be a beginner again.
""I'm learning. This is all new to me. I'd never taken an econ class, a business class. I didn't know how to read a spreadsheet. They still really overwhelm me, but I sure as heck love the process of being the student in the room, always,"" Garner said.
Garner joined organic children's food company Once Upon a Farm in 2017, two years after its founding, and is now described by the company as a cofounder.
There's also an upside to becoming an entrepreneur later in life, she said.
""I'm so grateful to be a grown-up in that room and not a kid because I think that I'd need to prove myself. I'd need to say, 'This is how we should do this, or this is how this should run.' And I'm blissfully not motivated by needing to be in charge,"" Garner said.
Garner said getting older hasn't dulled her desire to pursue what she wants or take on new challenges. 
After years of career success, it can be easy to expect new opportunities to come naturally, but Garner said she still values having something to strive for.
""It's great to still feel hungry,"" she said. ""I'm still really hungry.""
Try a
                                  Level Up action pack.
Build a calm, realistic plan to recover from job loss and move toward your next role.
Take a smarter break in your day - and see how far you get.
Garner said she's learned to focus on the work and tries not to check the company's day-to-day stock price.
Instead, she said she's ""wholly focused"" on doing the job and trusts that ""if we do that, the stock will follow."" Keeping tabs on the stock, she said, would affect her much like reading tabloid coverage about herself.
""I would not do well under that kind of pressure or scrutiny,"" she said.
Other celebrities have similarly spoken about starting over as beginners in a new industry.
When Ina Garten bought the Barefoot Contessa store in 1978 with no food-business experience, her husband, Jeffrey, encouraged her to embrace the learning curve.
""Honestly, the first month I was there I thought, 'This is the stupidest thing I've ever done in my life,'"" Garten said in a 2020 interview. ""I'd never been in the food business; I didn't know how to do anything. But Jeffrey said, 'If you could do it in the first week, you'd be bored in the second week.""'
In 2024, Gwyneth Paltrow said she was so unfamiliar with business jargon when she first started Goop that she would Google acronyms under the table during meetings.
""I decided I was going to be really brave around asking questions and that there's a difference between intelligence and just not having learned something yet,"" Paltrow said. 
No comments right now, check back later.
Comments are unavailable right now.
Jump to

      Every time  publishes a story, you’ll get an alert straight to your inbox!
    

      Look out for an alert in your inbox the next time  publishes a story!
    

      Every time a new  story is published, you’ll get an alert straight to your inbox!
    

      Look out for an alert in your inbox the next time a new  story is published!
    


        By clicking “Sign up”, you agree to receive emails from Business Insider. In addition, you accept Insider’s
        Terms of Service and
        Privacy Policy.
      "
6,2026-08-13,"Yongjoon Kim, pictured with his partner, planned to use his investments to fund a new home as they are getting married later this year
Bank worker Yongjoon Kim lost 20 million Korean won ($14,000; Â£10,500) on the South Korean stock market last month.
Kim's money was meant to help buy a home, as he is getting married later this year.
Instead the value of his tech investments slumped by around 25% in July.
""It's going to sting and I'm going to have to work really hard to make up for this,"" Kim says. ""But for others who have taken more risk, they're going to feel the pain.""
Many of his friends are worse off, and now in a ""desperate"" situation after ""going all in"" with their savings, he says.
While plenty of investors are piling into technology stocks, sharp market swings mean the bets don't always pay off, with prices often moving on every major headline.
Nowhere is that instability more pronounced than in South Korea's tech-heavy Kospi, widely regarded as the world's most volatile stock index.
A global frenzy around artificial intelligence has driven wild swings in the value of the country's biggest chipmakers.
The Kospi faced ""one of the sharpest corrections"" in its history between June and August, comparable to the drops seen during Covid-19 and the 1997 Asian financial crisis, says Wee Khoon Chong from financial services company BNY.
The index more than doubled its value since the start of the year to rise above 9,000  points in mid-June, before plunging to 5,500 within a few weeks. It has now recovered some ground to about 6,800 points.
A key reason for the sell-off in recent weeks has been concerns over the huge amounts of money being spent on AI, Wee adds.
The slump has had a big impact on many of the country's personal investors who bought tech stocks over the past year.
For Woongsa Kim, a look at his shares trading app is a painful reminder of what he had made then lost by investing in the South Korean stock market.
At the start of the year, he used about half of a bonus from work to buy shares in tech giant SK Hynix.
The stock quadrupled in value before most of those gains were wiped out, leaving his investment, now worth about 300 million won, at roughly half the value of its peak.
""Thinking about it just brings tears to my eyes,"" Kim told the BBC.
Woongsa Kim put half of a bonus into SK Hynix shares
The sell-off came after tech shares had soared for months, ""generating the extreme euphoria"" that has moved some personal investors to take out loans to invest, says investment analyst Tobias Reger.
It has been most acutely felt by people who used leverage - a form of borrowing in the financial markets.
Leveraging lets an investor control a larger number of stocks than their own cash would otherwise allow, which delivers a bigger profit if the shares rise.
However, if the stocks fall past an agreed level it can trigger what is known as a margin call - when a broker demands payment of the debt.
By the end of July an estimated 1.2 million South Korean personal investor accounts had faced margin calls, equivalent to about one in every 30 working-age adults in the country.
Leveraged trading is a growing trend among personal investors that has also picked up in markets like Taiwan and the US, says Frank Benzimra, the head of Asia equity strategy at financial services group Societe Generale.
That has raised the risks around AI-related stocks, he adds.
After his US-listed Nvidia shares soared by more than 1,000%, Chanyong Park, who works in marketing, says he put most of the profits into SK Hynix shares. But that bet went sour as their value has fallen by around $10,000. 
""This was money I'd invested to save before planning to leave my job around October to start my own business. But now I'm seriously wondering whether I'll have enough.""
Park plans to hold on to his SK Hynix shares in hopes of a rebound, although recent swings have made him hesitant to invest more.
""It doesn't always feel like movements are driven by rational reasons - sometimes it still feels a lot like gambling,"" he says.
Another investor Youngji Park says he went ""all in"", putting the majority of his available cash into Samsung shares that peaked at a total value of 45 million Korean won.
But his investment has suffered a ""gut-wrenching"" slump, Park says.
The 20-somethings betting big on tech stocks
Would you choose Â£50,000 over the chance of Â£1m?
He too plans to keep hold of his shares in the hope that they will rise again.
""I feel like a fool for trusting the Korean stock market,"" he says. ""It's a long-term game now. I'll just have to wait it out.""
College student Soomin Yi says she pooled money with a friend to invest in SK Hynix after experiencing ""fomo"" (fear of missing out).
Soomin Yi says she did not study investing seriously before buying shares
But she now wishes she had sold her shares in the company when they peaked at three million won each in June, instead of buying into speculation that they would rise to five million won.
""We didn't really have anyone around us who is experienced in investing, and we did not study investing seriously before buying the stock,"" Yi says.
The huge swings in Korean shares are also raising concerns about some other markets around the world.
Tech-heavy indexes like Japan's Nikkei 225 seem to be moving in tandem with the Kospi's wild swings, Societe Generale's Benzimra says.
But the majority of the world's stock markets are unlikely to see that level of violent moves as they include a wider mix of companies, he adds.
""I don't think we can see the same kind of volatility in large diversified markets such as the [Tokyo Stock Price Index] or the US equity markets,"" Benzimra says.
And traders who diversified their portfolios say it has helped cushion the blow from the stock market rout.
""I think this whole episode is a warning to Korean investors, especially young investors, not to put everything in one basket and hope for the best,"" says Yongjoon Kim, who also has shares in overseas markets.
He adds that he should have taken a more cautious approach to investing in tech stocks.
His fiancÃ©e, Gaeon Lee, is optimistic that the market will recover despite losing part of the savings they had set aside for a new home.
But she worries about Kim, saying the constant need to monitor their investments has taken a toll on him.
""Seeing our home savings take a hit in the stock market was definitely a wake-up call,"" she says.
Additional reporting by Sangmi Han, Suhnwook Lee and Yijin Sim
Watch our pick of standout clips from across the BBC
Multiple fires destroy homes and cause devastation in West Midlands
Watch: Aerial footage shows homes engulfed in flames in Stourbridge
Two seriously hurt as passenger train derails
Five key takeaways from results day 2026
'Living in temporary accommodation has taken a huge toll on my family'
Who could replace White House Press Secretary Karoline Leavitt?
The key signs you may have damaged your eyes by looking at the eclipse
Your heatwave tips on how to cope in extreme temperatures
Are the UK's top universities really 'hoovering up' students?
Scientists invent 'world's greenest party balloon'
Ayra Starr on her secret relationship and teasing Stevie Wonder
Future Earth newsletter: Keep up with the latest climate news with Justin Rowlatt
Philomena Cunk examines life and existence
Listen back to Salonen orchestras playing 20th-century classics
In 1940s Australia, a young orphan is brought to a remote orphanage
How a murder case has been fuelling a culture war
Multiple fires destroy homes and cause devastation in West Midlands
Son of 102-year-old says father died after being 'pushed off stage'
Engine parts smashed Ryanair window that man's head was sucked out of, report says
Two seriously hurt as passenger train derails
'Two out of four, baby' - Hunt wins 200m as she eyes historic quadruple
Final day of heatwave for many before weekend cooldown
Count Binface has taken on three PMs and lost - but could this be his best ever performance?
Five key takeaways from results day 2026
Palestinians told to leave homes in village where Israeli settlers besieged houses
Eclipse warning: The key signs you may have damaged your eyes
Copyright Â© 2026 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
7,2026-08-13,"
        This material may not be published, broadcast, rewritten, or redistributed. ©2026 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by Factset. Powered and implemented by FactSet Digital Solutions. Legal Statement. Mutual Fund and ETF data provided by LSEG.
      
Niles Investment Management founder Dan Niles discusses the future of the AI market on 'Making Money.'
IN TODAY’S NEWSLETTER:
- We have one year until the AI market busts, Niles Investment Management founder says
- Zuckerberg lays out vision to put superintelligent AI in everyone's hands
- A Southern state just took the top spot in one of the world’s fastest-growing industries
ON THE CLOCK: Niles Investment Management founder Dan Niles discusses the future of the AI market on FOX Business' ""Making Money.""
NEW ERA: Meta founder and CEO Mark Zuckerberg on Monday outlined his vision for a world where personal superintelligence is available to everyone rather than only a select few.
NUMBER ONE, Y’ALL: North Texas has beaten some of the world’s biggest data center hubs to claim the No. 1 spot in a new global ranking, as Texas becomes an increasingly powerful player in the industry.
Data center development is surging across Texas, with North Texas taking the top spot in a new global ranking of the industry’s leading markets. (Mikala Compton/The Austin American-Statesman/Getty Images)
PROSPERITY PLAY: Palantir CTO Shyam Sankar said he’s seen significant progress since his Fox News op-ed imploring America to take advantage of both AI and the American worker, while sharing some observations on China’s use of AI.
'MUCH BIGGER RISK': David Bahnsen warns of circular credit risks as Nvidia launches a $500 billion AI financing program. The financial analyst tells Stuart Varney that partnering with Blackstone and BlackRock to fund earnings-poor tech customers dramatically heightens volatility. Bahnsen compares the massive scale of this sector's debt expansion to previous market corrections, urging caution for retail investors.
NVIDIA introduced Halos for Robotics, a full-stack safety system designed to help robots operate more safely alongside people in industrial workplaces. (Photo by Tomohiro Ohsumi/Getty Images)
GRID BOOST: Base Power co-founder and CEO Zach Dell discusses the challenges facing America's electrical grid amid skyrocketing electricity demand. Dell explains how his company's home battery backup technology helps Texas homeowners manage rising utility bills and maintain power reliability. The discussion highlights how the artificial intelligence boom and data centers are accelerating the nation's power crunch.
POWER STRUGGLE: The artificial intelligence boom is fueling a data center rush in Texas and opening a rare divide between President Donald Trump and one of his closest political allies — Republican Gov. Greg Abbott.
President Donald Trump and Texas Governor Greg Abbott participate in a round table event at the Hill Country Youth Event Center to discuss last week's flash flooding on July 11, 2025 in Kerrville, Texas. (Chip Somodevilla/Getty Images)
HARD HAT ECONOMY: The future of artificial intelligence may depend less on coders than on construction workers, electricians and factory technicians.
FOLLOW FOX NEWS ON SOCIAL MEDIA
Facebook
Instagram
YouTube
X
LinkedIn
SIGN UP FOR OUR OTHER NEWSLETTERS
Fox News First
Fox News Opinion
Fox News Lifestyle
Fox News Health
DOWNLOAD OUR APPS
Fox News
Fox Business
Fox Weather
Fox Sports
Tubi
WATCH FOX NEWS ONLINE
Fox News Go
STREAM FOX NATION
Fox Nation
Stay up to date on the latest AI technology advancements and learn about the challenges and opportunities AI presents now and for the future with Fox News here.
This article was written by Fox News staff.
Get a daily look at what’s developing in science and technology throughout the world.
Subscribed
You've successfully subscribed to this newsletter!

        This material may not be published, broadcast, rewritten, or redistributed. ©2026 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by
        Factset. Powered and implemented by
        FactSet Digital Solutions.
        Legal Statement. Mutual Fund and ETF data provided by
        LSEG.
      
"
8,2026-08-13,"Denise Dresser is out after eight months, Wiz's former president is in, and a go-to-market recruiting firm has been brought in alongside him
OpenAI chief revenue officer Denise Dresser is leaving after eight months, replaced by Dali Rajic, formerly president and chief operating officer of Wiz. The company has also hired recruiters to rebuild its go-to-market team, two days after longtime executive Brad Lightcap said he was leaving.
OpenAI’s chief revenue officer is leaving after eight months in the job. Denise Dresser is departing “to pursue other opportunities,” the company said on Thursday, and will stay through a transition period working with the business team. Dali Rajic, formerly president and chief operating officer of Wiz, takes the role.
OpenAI was warm about what she built. It credits Dresser with assembling the team, strengthening relationships with major customers and establishing “the commercial foundation that has brought our business to this point.” She joined in December after more than a decade at Salesforce, where she had been named chief executive of Slack in 2023.
The timing is the problem. Brad Lightcap, who spent eight years at OpenAI and four of them as chief operating officer, left on Tuesday to start something new. Dresser makes the tenth senior departure since April.
That list already runs through chief product officer Kevin Weil, applications chief Fidji Simo, chief marketing officer Kate Rouch, Sora architect Bill Peebles, safety head Johannes Heidecke and AI ethics head Chloé Bakalar. Losing the person who owns the revenue number is a different order of problem.
The replacement suggests what OpenAI thinks it needs. Rajic ran Wiz as president and chief operating officer through the period Google agreed to buy it for $32bn, a deal that closed in March. Before that he was president and chief operating officer of Zscaler, and chief customer and revenue officer at AppDynamics.
OpenAI wants him to build what it calls a revenue operating system. President Greg Brockman said the company is “moving into a compute-powered economy, with AI becoming embedded in every workflow,” and that Rajic will “turn what we’ve learned into repeatable execution.”
The quieter line in the announcement says more. OpenAI has also formed a partnership with Chad Peets and RPT Partners, a firm that recruits sales leadership, to build what it describes as a world-class go-to-market team. Companies that are happy with their sales organisation do not hire people to rebuild it.
The business he inherits is large. OpenAI says its products reach more than a billion weekly users and more than two million businesses, twice as many companies as a year ago.
It is also about to be examined in public. OpenAI has filed confidentially for a listing and closed a $7bn employee tender offer valuing it at $852bn, though it has been reported to be weighing a delay to 2027 to hold out for $1tn.
OpenAI said it is “deeply grateful” for Dresser’s leadership. It has not said why she is going, and neither has she.



                                    With expertise in digital marketing, product management, and branding &amp; identity, Ana Maria Constantin develops strategies that resonate                                                                        (show all)

With expertise in digital marketing, product management, and branding & identity, Ana Maria Constantin develops strategies that resonate with our target audience in the software/SaaS industry. Collaboration and teamwork are paramount to her, as she loves empowering her colleagues to achieve outstanding results and unlock their full potential.

Get the most important tech news in your inbox each week.
The heart of tech
A Tekpon Company
Copyright © 2006—2026, Cogneve, INC. Made with <3 in Amsterdam."
9,2026-08-13,"
Nickname:



Password:



Nickname:



Password:



The Fine Print: The following comments are owned by whoever posted them.  We are not responsible for them in any way.

I've noticed huge american companies are scaling back, leaving the world to China and India and others. Temu and similar companies are eating Amazon's lunch out there. Our car companies are producing far more expensive and inferior cars and wouldn't be able to compete internationally, but are protected by the goverment here. Airbus seems to be taking lots of marketshare from Boing. A lot of this is the result of tarriffs and the pointlessly setting fire to our international relationships we've built up for decades at considerable expense but I think there's also just a sense of laziness and complacency. Stocks are going up, the american market is the biggest more lucrative one, so why bother compete internationally? Microsoft could keep going in China, but nah, there's not a lot of profit there currently, so why bother? That's obviously shortsited and short-term thinking, but whose incentivizing anyone to do any other kind of thinking?
Every empire rises, declines, and eventually falls into ignominy.
The USA has been in ascendance for the past century.  We are now early in the period of decline.  Likely still the most powerful nation in many ways, but clearly losing ground in many more.
No need for military expansionism to end declining, what you need is expense, lack of innovation and competition... yes, war can help too, but that is usually in the expense issue
Too much wasted money in luxury or war, while give healthy short term, don't scale and in a long term bleed the country fortune to othersInnovation, if other countries have newer ideas, your core business can be replaced and that make a long chain reaction in the economy, it may take many years, but it will corrode your powerCompet 
America can easily take all of Canada and Mexico...All that tequila and maple syrup sounds like a fun weekend but I'm not sure it would be worth the hangover.
America can easily take all of Canada and Mexico...
All that tequila and maple syrup sounds like a fun weekend but I'm not sure it would be worth the hangover.
This is at least the 2nd time they've done a retreat in China.
There has never been a level playing field there for foreign companies.
Just enough profit so companies will come there and China can steal everything.
Microsoft would simultaneously have you believe that their products are so good people can't help but want to use them, and that China is a hard place to sell a product in successfully so of course it only makes sense for them to withdraw.
Fact is, all of Microsoft's products are outshone by someone else's now, and many of them are free, and most of them are even Free!
Microsoft has already been transitioning towards being a service company more than a product company with Azure and 365. They are an IBM or Or 
Yeah, letting China perform tech support for the DoD was probably the most boneheaded move ever. Bravo Microsoft ... Bravo.
There may be more comments in this discussion. Without JavaScript enabled, you might want to turn on Classic Discussion System in your preferences instead.
Google's Gemini 3.7 Flash Targets Coding and Agents With a 50% Price Cut
All extremists should be taken out and shot."
