,date,content
0,2026-03-19,
1,2026-03-19,"
Crimson Desert 
The stock price of Pearl Abyss Corp has fallen by, as of this writing, roughly 29.88 percent today, from 65,600 KRW (South Korean won) down to 46,000 KRW. The cause? Iâm not a finance journalist, but it seems pretty clear that the reviews of Pearl Abyssâs massively hyped action RPG, Crimson Desert, might have something to do with it, as itâs currently sitting at an 80 on OpenCritic and 78 on Metacritic.
Still, those are pretty decent scores. Obviously not quite on the level of the high 90s that some expectant fans were hoping for, but is a 4 out of 5 average really enough to tank Pearl Abyssâs stock valuation that hard, or is there more to this story? Probably not, honestly. Trust me, I know it sounds a little ridiculous that Crimson Desert only being pretty good, as opposed to really good, could wipe out 30 percent of the stock price, but it does make sense when you take a look at the whole picture.
From December 30, 2025, to January 30, 2026, Pearl Abyss Corpâs stock price shot up by roughly 52.94 percent, from 37,400 KRW to 57,200 KRW. So what happened in that window that caused it to suddenly jump? Pearl Abyss announced that Crimson Desert had âgone goldâ on January 22, which meant that the game would definitely meet its March 19 release date.
As Pearl Abyss is a publicly traded company, this caused investors to swarm the stock and increase its valuation. From here, Crimson Desertâs cleverly executed PR push resulted in the stock climbing higher and higher, until Pearl Abyss Corpâs share price hit an all-time high of 68,500 KRW on March 16; roughly a 125-percent increase when compared to its valuation on March 16, 2025.
Long story short, a bunch of investors bought in just before Crimson Desertâs hype reached fever pitch, then sold off their stocks this morning as soon as markets closed. But does this spell doom for Pearl Abyss? Nah, probably not. The companyâs stock price is still currently higher than it was the year before, and things could bounce back pretty quickly once we know Crimson Desertâs sales numbers. Weâll be able to confirm exactly how much those review scores affected sales when the game is available on Steam in roughly eight hours.
Donât miss the latest reviews, news and tips. Sign up for our free newsletter.

          The initial reviews don't match some of the early hype
        

          We'll answer your biggest questions about the gorgeous, massively hyped open-world game
        

          We've finally seen console footage of the much-hyped action-adventure, and it's...fine
        

          Also: Someone from the Doom movie reminds us it sucked, Crimson Desert has pre-launch issues, and a new roguelike shooter looks good
        

          Pearl Abyss' upcoming open-world RPG appears to run solidly on Sony's beefier home console
        

          The upcoming open-world RPG will use Denuvo on Steam, angering fans who already pre-ordered
        
We may earn a commission when you buy through links on our sites.
Â©2026 KOTAKU USA LLC. All rights reserved.
Mode

                Follow us
              
Mode

                Follow us
              "
2,2026-03-19,"Until now, if you were seated at your Sega Genesis and wanted to check your stock portfolio, you were out of luck. You had to get a smartphone, or a computer, or maybe even a television to look up stock prices and understand your financial position. Thankfully, though, Sega’s neglect of its hero platform has finally been corrected. [Mike Wolak] has given the 16-bit console the real-time stock ticker it so desperately needed. 
The build runs on a MegaWiFi cartridge, which uses an ESP8266 or ESP32 microcontroller to add WiFi communication to the Sega Genesis (or Mega Drive). [Mike] wrote a custom program for the platform that would query the Finnhub HTTPS API and display live stock prices via the Genesis’s Video Display Processor. It does so via a clean console-like interface that would be familiar to users of other 16-bit machines from this era, though seeing so much textual output would have been uncommon.
By default, the stock ticker is set to show prices for major tech stocks, but you can set it up to display any major symbol available in the Finnhub data stream. You can configure up to eight custom stocks and input your holdings, and the software will calculate and display your net worth in real time.
All the files are available for those eager to monitor their portfolios on a Sega, as the financial gods intended. [Mike] notes it took a little work to get this project over the line, particularly as the ESP32-C3 doesn’t support HTTPs with stock firmware. A few other hacks were needed to keep the Genesis updating the screen during HTTP queries, too.
If you have a concentrated portfolio and a spare Sega Genesis, this could be a fun retro way to keep an eye on your holdings. Alternatively, you might prefer to go the classic paper tape route.


“You had to get a smartphone, or a computer, or maybe even a television to look up stock prices”
You still need a tv … just sayin
Or a Sega Nomad. :)
What an utterly nausiating and terminally US thing to develop.
What a miserable and misanthropic comment. You’re clearly on the wrong site.
<— The Guardian is over there, or perhaps you’re looking for the Morning Star newspaper.
But to be honest, I felt deeply disgusted at first, too.
I even wanted to comment at first, but surpressed the urge and canceled.
That being said, I think the application software itself is neat! It looks fine, too!
I like the idea of new software for the Genesis.
I just wished it was a more, um, “peaceful” one.
Such as a weather forecast or another information software.
Maybe something like a solar flux application for ham radio or something. I don’t know.
(PS: I’m not from the US, but Europe. I don’t mean to brag about it, just distancing here.)
At least it isn’t crypto or NFT prices.
I know. But the mindset is deeply ingrained in those people’s minds, it seems.
They believe that money and success buys them happines and safety.
Which maybe is true in their twisted nation, even, if all are raised same superficial way. Sigh. 😮‍💨
But otherwhere, healthy social relationships do still count. Family, friends, partners.. Unless toxic, of course.
Um, what I should mention maybe, is, that Japan had similar software for the Famicom (NES).
They had business software over there, since the Famicom served as a family computer, as a home terminal.
They had modems for that thing.
https://en.wikipedia.org/wiki/Family_Computer_Network_System
Now it makes a bit of sense that the MegaDrive, err, Genesis got this software here, maybe.
Because the Genesis was as popular in the US as the Super Famicom was in Japan.
Curious he says it doesn’t support HTTPS with stock firmware, it does since many years ago. Why do I know? Because I made MegaWiFi XD. And I even made a Telegram BOT API implementation for the Megadrive many years ago, that requires HTTPS.
Anyone else looking into upgrading the ESP32 module to the new C5 dual-band Wi-Fi variant?
Please be kind and respectful to help make the comments section excellent. (Comment Policy)
This site uses Akismet to reduce spam. Learn how your comment data is processed."
3,2026-03-19,"    Your privacy is important to us

    Yahoo is part of the Yahoo family of brandsThe sites and apps that we own and operate, including Yahoo and Engadget, and our digital advertising service, Yahoo Advertising.Yahoo family of brands.

    If you do not want us and our partners to use cookies and personal data for these additional purposes, click 'Reject all'.

    If you would like to customise your choices, click 'Manage privacy settings'.

    You can withdraw your consent or change your choices at any time by clicking on the 'Privacy and Cookie settings' or 'Privacy dashboard' links on our sites and apps. Find out more about how we use your personal data in our Privacy Policy and Cookie Policy.
"
4,2026-03-19,"
                Reading time 2 minutes
      
Perhaps nothing has poisoned the brains of bosses more than LinkedIn, a place where opportunities for “synergy” are abundant and everyone is on the lookout for a “ninja” to fill a role. But if you’re not in a management role, this might as well be a foreign language. Kagi, an AI-powered translation tool, treats it like it is. In a recent update, the application introduced the ability to reverse engineer corpo communication into something that you can actually understand, among other options.
You may have seen some of Kagi’s translations going viral in recent weeks. The tool, which first introduced its “LinkedIn Speak” feature back in February, became a go-to tool for turning phrases like “I pooped my pants” into LinkedIn-ready posts about “navigating an unexpected personal challenge that required an immediate pivot and resource management.” But, importantly, it can also take LinkedIn Speak or corporate jargon and turn it into plain English.
For instance, here’s a recent statement from Jeff Ettinger, interim chief executive officer of Hormel Foods, announcing the company would be selling off its turkey business: “Our strategy for sustainable, profitable growth centers on expanding our value-added protein portfolio to meet evolving consumer needs, while reducing our exposure to more volatile, commodity-driven businesses.”
Here’s how Kagi translates it: “We’re focusing on selling more high-margin processed meat products to grow the business steadily, while moving away from the unpredictable raw meat market.” Not bad! (Though the auto-detect language feature did stick with English rather than “Corporate jargon.”)
Kagi has a few other modes, too, like âGen Z slang,â as well as fantasy and sci-fi favorites like Klingon and Elvish. It appears they previously had a mode called “Horny Margaret Thatcher,” but that seems to have disappeared. Maybe they’re fine-tuning it with some unearthed dirty journal entries or something. But it’s the corporate translator that provides a true service.
Researchers at Cornell recently published a paper on what they call the Corporate Bullshit Receptivity Scale (CBSR)âbasically, a measurement of how susceptible you are to empty boardroom semantics. The researchers, who defined corporate BS as a “specific style of communication that uses confusing, abstract buzzwords in a functionally misleading way,” found that the more likely you are to find this style of speaking to be appealing, the worse you probably are at doing your actual job. Basically, corporate speak is an obfuscation tool to bury a lack of practical skills behind a smokescreen of meaningless nonsense. Now you’ve got a tool for seeing through it.
Explore more on these topics

  Share this story


        Subscribe and interact with our community, get up to date with our customised Newsletters and much more.
      



          Even when your power goes down, your Wi-Fi won't.
        

          Late is better than never.
        

          President Deals seems to be setting the global economy on fire.
        

          Val Kilmer had a lot of unconventional beliefs, and the director claims this is what he wanted.
        

          Who could have seen this coming?
        

          AI is a bigger issue election issue for voters than guns, climate change, or abortion.
        
Â©2026 GIZMODO USA LLC.
All rights reserved."
5,2026-03-19,"These past few weeks have been particularly brutal for the EV industry - and anyone who believes that electric vehicles are the future. Thanks to slowing demand and policy whiplashes, automakers are on an EV murder spree, killing a host of promising new model…"
6,2026-03-19,"
                                                Every time James publishes a story, you’ll get an alert straight to your inbox!
                                            
Enter your email


                                                By clicking “Sign up”, you agree to receive emails from Business Insider. In addition, you accept Insider’s
                                                Terms of Service and
                                                Privacy Policy.
                                              
The legal battle over the so-called ""Zillow Ban"" reached a surprisingly peaceful resolution Wednesday afternoon: Compass, the country's largest real estate brokerage, dropped its lawsuit against Zillow, marking the end of a fierce dispute over access to home listings. The bout between the two real estate giants may be settled, but a broader fight is still underway. It could decide how and where you find your next home — and whether you need an agent to do so.
The legal volleys kicked off last summer, when Zillow started banning some for-sale listings from its well-trafficked website. A growing number of real estate agents, the search site said, were gatekeeping available homes rather than sharing them widely with brokerages and search portals. Agents were trading homes in clubby ""private listing networks,"" advertising them solely on their own brokerage's website, or tucking them away in internal databases that could only be unlocked by contacting certain agents. While agents of all stripes held some listings off the portals, the face of this strategy was Compass' hard-charging CEO, Robert Reffkin, who urged his agents to advertise homes via select channels before funneling them to sites like Zillow.
Compass quickly sued Zillow in federal court over the new rules, painting the ""Zillow Ban"" as an existential threat to its business. If Compass listings got banned from the country's biggest search portal, the company argued, then its agents couldn't effectively do their jobs. Zillow countered that Compass' trove of ""exclusive inventory"" clashed with the spirit of a fair and open market, where home listings are available for anyone to see. Some buyers might get early access to homes simply by enlisting the right agent or navigating to the right brokerage's website, while others could face a murkier home search.
As the fight went on, Compass' stock of exclusive listings kept growing — until recently, there were thousands of for-sale homes that could only be found on the Compass website or by contacting one of its agents. The company also formed powerful new alliances. In early January, it closed a $1.6 billion deal to buy America's second-largest brokerage, Anywhere, giving Reffkin more leverage in the race to control real estate listings. Then, in February, the company cut a deal to funnel its ""exclusive inventory"" to Redfin, another popular home-search portal, which agreed to provide Compass listings with favorable placement on its site, among other perks.
""During this entire legal process, Compass' momentum never slowed down,"" says Mike DelPrete, a real-estate tech strategist and scholar-in-residence at the University of Colorado Boulder.
Finally, Zillow wavered: Earlier this week, the search portal said it would relax its rules. Many of the homes that would have been banned under the initial policy are now in the clear, though the company still discourages brokerages from using their own websites to advertise the existence of ""hidden listings"" in private databases, which can be accessed only by contacting one of their agents.
""It's the hiding of the listings that we think causes damage to buyers and sellers, and the marketplace,"" Errol Samuelson, Zillow's chief industry development officer, told me shortly before the rule changes were announced.

                                Every time James publishes a story, you'll get an alert straight to your inbox!
                            

                                Stay connected to James and get more of their work as it publishes.
                            


                                By clicking ""Sign up"", you agree to receive emails from Business Insider. In addition, you accept Insider's
                                Terms of Service and
                                Privacy Policy.
                              
Zillow also announced a new program called Zillow Preview, which offers prime placement and other perks to brokerages that agree to share their ""coming soon"" listings — homes in the early stages of advertising that aren't yet technically on the market — with the search portal.
Compass leadership considered Zillow's watered-down rules to be an effective end to the ""Zillow Ban."" No ban, no lawsuit. The company, whose CEO once vowed to me that he would ""never give up"" in his fight against real estate's biggest search portal, filed a motion Wednesday afternoon to drop the legal battle.
""I always thought we were going to win because humans want freedom, and it's about choice versus control,"" Reffkin told me Wednesday. ""Agents and their sellers should have the choice of when, where, and how to market homes, and it should not be restricted by these platforms.""
Compass's legal case was far from a slam dunk. In February, a judge denied Compass's request for a preliminary injunction, which would have forced Zillow to stop enforcing its rules. A Zillow spokesperson said in a statement that while the company ""welcomes Compass' decision to voluntarily withdraw its lawsuit,"" its rules remain in effect. The spokesperson said Zillow will ""continue to choose not to display listings that were previously hidden from the public for the benefit of any one company.""
""Any suggestion that these standards are no longer being enforced is incorrect,"" the spokesperson said. ""Hidden listing networks that gate access to listings behind a registration wall or require buyers to work with a specific brokerage do not meet our standards and, to the extent Compass continues operating a network of inventory hidden in the shadows, those listings remain at odds with our standards.""
Documents unearthed during the court proceedings showed Zillow executives debating whether to use a carrot-or-stick approach to stem the tide of hidden listings: Should they punish agents who advertise homes in some places but not others? Or should they entice them to share homes more widely by offering deals they couldn't resist? 
Zillow tried the stick approach, and it didn't work. Despite the rules it put in place last year, the company continued to see brokers share listings selectively, using their own private gardens of listings to try to lure more agents and clients. Now it's trying the carrot method, offering perks that could draw more listings out of the shadows and onto its portal.
""We thought, if this is the way the industry is trending, then we need to do something to make sure that those listings get exposure and consumers aren't harmed,"" Samuelson told me. ""And we think that this achieves that.""
Other search portals are scrambling to offer their own carrots, too, striking deals with brokerages to host more exclusive inventory on their websites. The upside for buyers is that more home listings may be available widely for anyone to see, regardless of whether you work with a real estate agent. Expect to see more ""coming soon"" listings popping up across the internet, many of which might have previously been advertised only among agents or listed on one brokerage's website but not elsewhere. Some buyers may no longer have a leg up, but others — especially those going it alone — may suddenly enjoy access to homes that would have otherwise floated beyond their reach. They may also, however, have to navigate to a few more sites if they want to see everything out there.
The crux of Reffkin's and Compass's crusade is that sellers and their agents should exert more control over their home listings. Rather than immediately surrendering their inventory (for free!) to portals like Zillow — which show, to many sellers' dismay, just how long a house has lingered on the market and whether it's seen a price cut — they should advertise them in friendlier waters first. Sure, Zillow provides more exposure than anywhere else, but it also monetizes listings in ways that anger many agents. It often funnels inquiries from potential buyers to agents who pay to advertise on Zillow, rather than the listing agent representing the seller.
""Sellers should be able to decide what's on their listing,"" Reffkin told me. ""And now, because we're pushing back, they're going to get that choice. It's a huge win.""
Listings have always been the most valuable currency in real estate. With portals competing more fiercely to host those listings, big brokerages are unequivocal winners — they'll be able to demand better terms and a bigger slice of the pie. There will undoubtedly be more dealmaking as real estate's power players jockey for prime positioning in the race to hoover up more inventory. At the same time, some agents will continue to pass around listings out of view of the general public, just as they have for decades. Most buyers don't care about industry infighting, though — they just want to see all the homes for sale. With more home listings at their fingertips, they may also come out ahead.
James Rodriguez is a correspondent on Business Insider's Discourse team.

                        Business Insider's Discourse stories provide perspectives on the day's most pressing issues, informed by analysis, reporting, and expertise.
                        
Jump to"
7,2026-03-19,
8,2026-03-19,"Emanuel Fabian, a military correspondent for the Times of Israel, received death threats from Polymarket gamblers after he reported a missile strike in Israel. 
“You have no idea how much you’ve put yourself at risk. Today is the most significant day of your career. You have two choices: either believe that we have the capabilities, and after you make us lose $900,000 we will invest no less than that to finish you. Or end this with money in your pocket, and also earn back the life you had until now.”
After I didn’t respond, as I was asleep, Haim sent me another series of messages: “You are choosing to go to war knowing that you will lose your life as you’ve grown accustomed to it — for nothing.”
On Sunday morning, he messaged me again: “You have exactly a few hours left to fix your attempt at influencing [the market]. It would be stupid of you to ignore this.”
It seems the wisdom of crowds also goes the other direction.
Get access to courses, tutorials, and more resources.
Become a member →
New tools, refined process."
9,2026-03-19,"In 2021, the virtual world was the future of the internet. The pandemic had sequestered everyone indoors, heightening the appeal of digital communities. Facebook rebranded to Meta - a sign of the tech giant's investment in and commitment to the metaverse as t…"
