,date,content
0,2026-03-13,"George Zhang thought OpenClaw could make him rich, even though he didn’t really understand how the viral AI agent software worked. But he saw a video of a Chinese social media influencer demonstrating how it could be deployed to manage stock portfolios and make investment decisions autonomously. Zhang, who works in cross-border ecommerce in the Chinese city of Xiamen, was intrigued enough that he decided to try installing OpenClaw in late February.
Zhang is one of the many people in China who got swept up in the craze over OpenClaw recently. Workshops teaching people how to use the AI agent have popped up in cities across the country, drawing crowds of hundreds. Tech companies are racing to integrate OpenClaw into their platforms, while local governments have announced subsidies for entrepreneurs building products with it. Late last week, images of grandpas and grandmas lining up to install the software went viral across the internet.
After renting a cloud server from Tencent and buying a subscription to the Chinese large language model Kimi, Zhang could start chatting with his OpenClaw agent, or his “lobster,” as many Chinese people call theirs. At first, Zhang tells me, he was impressed by the AI agent as he watched it quickly generate a long market analysis based on the latest breaking news. But a few days in, his lobster started slacking off, and it would generate only a basic outline of market trends instead of a detailed report. He asked OpenClaw to generate something like what it had done on the first day, to which the agent perpetually responded that it was “working on it” before never returning any results.
Zhang’s conclusion was that OpenClaw is not designed for people like him who don't have any coding skills. “It would tell me I needed to configure the API port. But that’s a technical task, not something I can do unless I had a tutorial walking me through it step-by-step,“ he says. In the end, he gave up on letting his lobster trade stocks, settling instead on asking it to aggregate AI industry news, which he used to build a social media content farm on WeChat.
This week, I checked in with half a dozen users of OpenClaw in China about their experiences with the agent, and a clear picture of division emerged between the adopters who are technologically savvy and those who are not. People who are proficient in AI see OpenClaw as a game changer in productivity, but those with no technical background feel they were promised a miraculously powerful AI product that ultimately didn’t deliver. But by the time the bubble burst, they had already started paying for cloud servers and LLM tokens.
The real driver of the OpenClaw mania in China isn’t everyday users, but rather the Chinese companies that stand to benefit financially from its widespread adoption. Major tech firms like Tencent, Alibaba, ByteDance, Minimax, Moonshot, and Z.ai all saw the AI productivity FOMO as a rare chance to get normal people to start paying for AI services, and they are reaping the biggest rewards from it.
“A chatbot uses only a few hundred tokens per conversation; a single active OpenClaw instance can consume tens or even hundreds of times more tokens per day,” says Poe Zhao, a tech analyst and founder of the newsletter Hello China Tech. Every new user of OpenClaw is someone who’s paying 24/7 for LLM API calls. “That’s why Tencent engineers were setting up tables outside headquarters to help people install the software for free,” he says.
Song Zhuoqun, a college student in China, says she started running into problems with OpenClaw as soon as she tried installing it. Song is a social media intern at an AI startup but has no programming experience, so figuring out how to get OpenClaw running turned out to be difficult. She asked Doubao, ByteDance’s popular AI chatbot, to generate a step-by-step tutorial for her, but it wasn’t much help.
“There were pages full of code, and I couldn’t understand any of it. I just kept asking the AI to generate a response for me, then I’d paste it over, run it, and it would run into an error, so I’d try a new response,” she says. The installation ended up being the most frustrating part of trying out OpenClaw for Song, and she didn’t feel like she learned anything from it.
Song’s experience mirrors that of many people who jumped on the OpenClaw FOMO train lately. In China, it was hyped as a tool that any layperson could use to take advantage of AI technological progress, but the reality turned out to be very different. Even Changpeng Zhao, the multibillionaire founder of crypto exchange Binance, lamented on social media about how people “claim that you won't have to do anything else after installing the lobster, but all your time after installation is spent tweaking that useless lobster that can't do anything.”
Rain Miao, a Chinese startup founder who has been using AI agents to build software products, is blunt about who shouldn’t be using OpenClaw. “If you still can’t figure out how to install it after a long time, and you don’t even know how to handle the basic permissions, then you’re probably better off not installing it at all,” he says. Nontechnical users would benefit more from tools like Claude Cowork, Miao says, but those have gotten far less attention in China.
Most nontechnical users of OpenClaw have computers that are neither compatible with OpenClaw’s working environment nor powerful enough to run AI models locally, so they have to rent cloud servers and pay for cloud-based LLM models to power it. (Or they can buy a Mac Mini like many people in Silicon Valley did, but that’s even more expensive.)
Zhang broke down for me how much it cost him to run OpenClaw: Following the advice of online tutorials, he first rented a cloud server for a year from Tencent, then paid for a monthly subscription to Kimi for API access and some tokens. The onboarding process totaled about $30, and it would’ve been even higher had he used OpenClaw to do complex tasks that eat up a large amount of tokens.
It’s possible to run OpenClaw for less, but that also requires having the software programming experience to find work-arounds, says Miao. For example, he recommends delegating only the most difficult OpenClaw tasks to ChatGPT, which is more capable but also more expensive to run, and leave the repetitive work to Chinese domestic AI models. Miao also owns a powerful computer that can run some tasks locally, helping him further cut down on costs.
In recent days, some people have begun joking on Chinese social media that OpenClaw will eventually be replaced by unpaid interns—you can dangle internship opportunities to get free student labor, but OpenClaw costs real tokens, a lot of them.
The most important takeaway from the OpenClaw frenzy is that it shows ordinary people in China are willing to pay for AI. That’s surprising because most of the population is accustomed to getting software for free in exchange for their data and advertising attention. But OpenClaw adopters have proven they are enthusiastic or desperate enough to pay for cloud servers and API calls without hesitation. It’s no surprise that Chinese companies are fully embracing that momentum, offering free installation services and livestreamed tutorials.
At the same time, since OpenClaw is an open-source software, virtually every major Chinese tech company has been rushing to make their own customized version of it. There’s Tencent’s QClaw, ByteDance’s ArkClaw, Moonshot’s KimiClaw, and Z.ai’s AutoClaw. The companies claim their versions are easier to install and natively integrate with apps that people are already using, but they are clearly aimed at locking people inside their product ecosystems.
Earlier this week, Peter Steinberger, the founder of OpenClaw expressed his disapproval about what the Chinese tech companies were doing. “They copy yet they don't support the project in any way,” he commented under an X post about Tencent hosting OpenClaw features locally, followed by a sad face emoji.
Many of the social events in China promoting OpenClaw were hosted by the same people that organize crypto events. Instead of selling Web3.0, those communities are now pivoting to Web4.0, or the agentic internet.
Savvy technical engineers have also found a lucrative market niche installing OpenClaw for other people. One person told MIT Technology Review that he has installed the AI agent over 7,000 times for about $34 a pop.
Even local Chinese governments moved quickly to capitalize on the hype. Despite the fact that OpenClaw is widely known to have security risks, at least five local governments in China so far have jumped at the opportunity to dole out money to OpenClaw developers.
It looked like an official endorsement of OpenClaw but was more likely an opportunistic attempt by local governments to signal that they welcome tech talent and can speak its language. Back in 2022, I covered how local governments were promoting the Metaverse by paying companies to build digital replicas of their cities. I doubt they are receiving many tourists in 2026.
This is an edition of Zeyi Yang and Louise Matsakis’ Made in China newsletter. Read previous newsletters here.
In your inbox: WIRED's most ambitious, future-defining stories
The authors of ICE’s ‘mega’ detention center plans
Big Story: The worst thing that could happen to the ISS
College campuses are in upheaval over faculty ties to Epstein
Event: Helping small business owners succeed


© 2026 Condé Nast. All rights reserved. WIRED may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices"
1,2026-03-13,"It was a little surprising to see Apple decide to leap fully into the affordable laptop market, to try and compete with devices the company typically prefers to just look down its nose at. It was also a little surprising to see Apple basically nail it on the …"
2,2026-03-13,"I decided to ask ChatGPT if it could predict the next market crash, in hopes of being better prepared. Here's what it said."
3,2026-03-13,"
                Reading time 2 minutes
      
Rivian announced on Thursday that its crucially important third model will go on sale this spring. The R2 midsize SUV will be available for just under $60,000 with 656 horsepower and is rated at 330 miles of range. However, the much-advertised $45,000 version of the electric SUV wonât be available until the end of 2027.
The California-based electric SUV and pickup truck maker announced at SXSW that the first R2 model, the R2 Performance, would go on sale in spring with the highest power rating, two electric motors, all-wheel drive, and a blistering 3.6-second 0-60 mph estimate. A Tesla-style NACS charging port will also be included on R2s rather than relying on an adapter for Supercharger and other CCS stations, as the Rivian R1 models do.
A Launch Package will also be available on the R2 Performance for a limited time and include options like a towing package to boost capacity to up to 4,400 pounds, a special green exterior paint color, and Rivianâs new Autonomy+ advanced driver assistance system for the vehicleâs life. Itâs noteworthy that Rivian is making Autonomy+, which it detailed in December, optional on other R2s as a $2,500 one-time fee or $49.99 a month, unlike Tesla, which is going toward a subscription-only model.
All-terrain, off-road tires, other paint colors, and wood interior trim are other extra-cost options on the Performance.
The lower-priced, lower-powered R2 Premium goes on sale toward the end of this year for about $55,000. Horsepower goes down dramatically to 450, but the range stays the same, as does most of the standard equipment.
It wonât be until next year, though, that the R2 will get closer to the price of popular Tesla Model Y variants when the Standard version goes on sale for just under $50,000. You lose an electric motor and power goes down to 350 horsepower, but range goes up slightly to 345 miles. A dual-motor, all-wheel drive setup with 450 horsepower will be an option on the Standard, though the front seats wonât be ventilated, the rear seats wonât be heated, and the stereo will have fewer speakers.
Since the first prototype was shown in 2024, Rivian has promised an R2 that will go for around $45,000, but that’s being pushed off until next year. Details are being kept under wraps; apart from that, itâs targeted to have a 275-mile range.
And a year is a long time in the EV landscape, especially right now. Rivianâs been clear itâs not going after mainstream brands like Hyundai and Toyota (or, until yesterday, Honda), but upscale, established brands are rolling out similarly sized EVs with significant range promises, like the Volvo EX60 that also goes on sale this spring with as much as 400 miles of range. Thereâs the unpredictability of not just the EV market, but the automotive market in general, tariffs, inflation, and chip shortages.
Ballooning gas prices and being the new kid on the block could boost early R2 sales, though. And Rivian is ramping up to grow from a very niche brand with few service and sales locations in anticipation of having a vehicle with wider appeal. But itâs increasingly clear in these unpredictable times how important the R2 is for a still-fledgling EV company.
Explore more on these topics

  Share this story


        Subscribe and interact with our community, get up to date with our customised Newsletters and much more.
      



          Even when your power goes down, your Wi-Fi won't.
        

          Aptera says it finished building the first solar-powered car on its low-volume assembly line.
        

          RAD puts vehicles in places and situations they'll probably never see in most customers' hands.
        

          If you want a used EV, you might have to pay the Elon tax.
        

          Itâs also expanding its national service network ahead of an expected sales surge.
        

          EVs in their current form do not deliver the ""specific emotional connection"" Lamborghini says its cars need.
        
Â©2026 GIZMODO USA LLC.
All rights reserved."
4,2026-03-13,
5,2026-03-13,
6,2026-03-13,
7,2026-03-13,"
                Reading time 2 minutes
      
Despite spending billions of dollars on AI infrastructure and poaching talent from rival companies, Metaâs AI ambitions appear to have hit a snag.
The New York Times reports, citing several unnamed sources, that the social media companyâs new foundational AI model is being delayed. The decision reportedly came after the model fell short in internal performance tests for reasoning, coding, and writing when compared with leading AI models from competitors like Google, OpenAI, and Anthropic.
People familiar with the matter told The New York Times that the model, code-named Avocado, outperformed Metaâs previous model and Gemini 2.5, which launched last March. However, it did not perform as well as Gemini 3.0, which was released in November.
Meta is now reportedly delaying the rollout of Avocado until at least May. The model had originally been planned for release in March. Metaâs AI team has discussed temporarily using Googleâs Gemini models for its products.
âAs we’ve said publicly, our next model will be good, but more importantly, show the rapid trajectory we’re on, and then we’ll steadily push the frontier over the course of the year as we continue to release new models,â a Meta spokesperson told Gizmodo in an emailed statement. “We’re excited for people to see what we’ve been cooking very soon.”
The statement closely followed what CEO Mark Zuckerberg told investors on a call in January.
The report comes as Meta, the parent company of Facebook, Instagram, and WhatsApp, has appeared laser-focused on AI.Â Meta has committed to spending $600 billion on AI infrastructure in the U.S. by 2028. The company also projects its 2026 capital expenditures to reach between $115 billion and $135 billion, this year alone. Zuckerberg has said the company is ultimately trying to build artificial âsuperintelligence,â a type of AI that could exceed human intelligence.
It has also splurged on large pay packages, some reportedly in the $100 million range, to lure talent from other AI companies.
Andrew Tulloch, co-founder of Thinking Machines Lab, joined Meta in October. Some reports claim his pay package could be worth up to $1.5 billion over at least six years, tied to performance bonuses and stock incentives.
In June, Meta bought a 49% stake in Scale AI, with the startupâs founder, Alexander Wang, joining Meta as its Chief AI Officer. The New York Times reports that Wang assembled a team called the TBD Lab within the companyâs AI division that was working on new models, including Avocado. There have also been reports that Wang has clashed with other Meta executives, including Zuckerberg himself. A Meta spokesperson posted on X that those rumors were âTotally false.â Earlier this week, Zuckerberg posted a selfie with Wang on Threads with the caption âMeanwhile at Meta HQ.â
Explore more on these topics

  Share this story


        Subscribe and interact with our community, get up to date with our customised Newsletters and much more.
      



          Even when your power goes down, your Wi-Fi won't.
        

          Who needs real memories anymore?
        

          ""Their model has a soul, a 'constitution'ânot the US Constitution.""
        

          When all you have is a hammer...
        

          This $400 digital pet might be peak AI gadget.
        

          ""No one believes it, but Palantir is the most important protector of the Fourth Amendment..."" said Alex Karp.
        
Â©2026 GIZMODO USA LLC.
All rights reserved."
8,2026-03-13,"
                                              Every time Dan publishes a story, you’ll get an alert straight to your inbox!
                                          
Enter your email


                                              By clicking “Sign up”, you agree to receive emails from Business Insider. In addition, you accept Insider’s
                                              Terms of Service and
                                              Privacy Policy.
                                            
Am I getting laid off, or is my company announcing a big AI pivot?
These days, it's probably a bit of both.
A weird thing is happening in Corporate America. Companies are cleansing their layoff announcements with a healthy dose of AI strategy talk, writes BI's Tim Paradis.
Australian-American software company Atlassian was the latest to announce some AI-branded job cuts. When it laid off 10% of its staff, CEO Mike Cannon-Brookes said the move was part of Atlassian's repositioning in the ""AI era."" (You can watch his four-minute video explaining the layoffs here.)
The news comes a few weeks after Jack Dorsey laid off 40% of Block's staff while also pointing out that AI reshaped how the company could run.
Shedding staff because you're ushering in a new era of AI efficiency is a convenient bit of corporate magic.
Atlassian's stock was down more than 50% this year before the layoff announcement, a victim of the ongoing SaaSpocalypse. Block, meanwhile, was down more than 80% from its 2021 highs when it pulled the trigger on its cuts.
Block's Dorsey said blaming layoffs on overhiring during the pandemic ""misses all the complexity.""
The math does look simple here, though. Layoffs, which investors typically gobble up, and a sprinkle of AI reinvention can also be a sure-fire way to jumpstart a company that's had a tough run.
My colleague broke down another interesting theory on the recent job cuts.
Alistair Barr, author of the Tech Memo newsletter (are you really not subscribed yet?), wrote about another driving force behind these cuts: restricted stock units.
RSUs are the generous chunks of equity that tech companies use as part of their comp packages. It's a nice bit of financial engineering that works really well when business is booming.
But Alistair got an impromptu call from the CEO of a major public software company, who pointed out a red flag. The executive told him that RSUs are becoming a problem now that software companies' shares are nosediving.
Basically, the lower your share price, the more RSUs you need to issue to maintain the same comp level to entice and retain tech talent. That dilutes existing shareholders, which is no bueno.
Jump to"
9,2026-03-13,
