,date,content
0,2025-02-05,
1,2025-02-05,"

      Brian Mann
    


                Officers with California's Department of Cannabis Control confiscate unlicensed marijuana plants in the Goldridge neighborhood of Fairfield, Calif., on Jan. 9. Officers recovered 2,001 pounds of cannabis plants and 167.56 pounds of cannabis shake from three private residences.
                
                    
                    Maggie Andresen for NPR
                    
                
hide caption

FAIRFIELD, Calif. — On a crisp winter morning last month, Sgt. Erin McAtee watched as members of his team with the California Department of Cannabis Control executed a search warrant at a home in Fairfield, halfway between Sacramento and San Francisco.
They broke open the door of what looked on the outside like any other upscale suburban house on this street. Inside, the home had been gutted, transformed into a smelly mess of marijuana plants, grow lights, chemicals and pesticides.
""You can see the mold down on the tarp down there,"" McAtee said. ""Yup, that's mold."" His team also identified chemicals and pesticides not approved in the U.S. for use with consumer products like legal cannabis.

                Sgt. Erin McAtee led the raids of three private residences for unlicensed marijuana production in the Goldridge neighborhood of Fairfield, Calif. Officers recovered 2,001 pounds of cannabis plants and 167.56 pounds of cannabis shake.
                
                    
                    Maggie Andresen for NPR
                    
                
hide caption

A dozen years after states first started legalizing recreational marijuana, this is the complicated world of American cannabis. 
On the one hand, weed is now as normal to many consumers as a glass of wine or a bottle of beer. A growing number of companies offer government tested, well-regulated products. But a huge amount of the cannabis being sold in the U.S. still comes from bootleg operations. California officials acknowledge illegal sales still far outpace transactions through licensed shops and vendors.
According to McAtee, it's often difficult even for experienced agents to tell weed sourced through regulated channels from the criminal stuff.
""Our undercovers will buy cannabis from people who are outwardly pretending to be legit,"" he told NPR. ""They'll tell you they have a license and that everything they're doing is legit.""
If it's hard for experienced cops to distinguish regulated weed from black market products, it can be nearly impossible for average consumers. Advocates of marijuana legalization say it's disturbing that unregulated weed plays such a big role.
""We're talking about a market that lacks transparency and accountability,"" said Paul Armentano, head of NORML, the National Organization for the Reform of Marijuana Laws. He said any time a consumer product is being sold without proper regulation, it's risky.
""Whether I was getting cannabis or alcohol or my broccoli from an entirely unregulated market, I'd be concerned about any number of issues,"" Armentano said.

                An officer with the California Department of Cannabis Control confiscates bunches of unlicensed marijuana plants.
                
                    
                    Maggie Andresen for NPR
                    
                
hide caption

Advocates of cannabis decriminalization hoped legal weed companies would quickly move past this problem, eclipsing criminal growers and processors.
So far, the opposite has happened. Vanda Felbab-Brown, who studies criminal drug markets for the Brookings Institution, said regulated cannabis producers often compete with a growing network of criminal gangs often rooted in mainland China.
""They're spreading from the West Coast all the way up to Maine,"" she said.
According to Felbab-Brown, Chinese criminal organizations are drawn to the marijuana business because it's a relatively low risk to gain a foothold in communities. There's relatively little law enforcement pressure, unlike with harder drugs such as fentanyl and methamphetamines.
""These illegal cannabis cultivation plantations are used by the Chinese criminal groups for laundering money, but there is also increasingly an intertwining with human smuggling of Chinese people into the U.S. that go through some of those networks. They wind up in fact being enslaved at the plantations,"" she said.
NPR emailed Chinese officials to ask about the role of China-based organized crime in the U.S. cannabis industry but haven't heard back. In the past, Beijing has suggested the U.S. is pointing fingers at China to divert attention from America's drug and crime problems.

                The Law Enforcement Division of California's Department of Cannabis Control waits outside of one of the three private residences raided for unlicensed marijuana production.
                
                    
                    Maggie Andresen for NPR
                    
                
hide caption

Experts say criminal cannabis sellers wind up outcompeting licensed vendors. They don't pay taxes or costly fees, which means their prices are often lower. They can also sell their product anywhere in the country, ignoring federal laws that prevent legal companies from shipping cannabis across state lines.
Black market weed then often winds up on store shelves, packaged in ways that can make it indistinguishable from legal regulated cannabis.
""There's going to be mold and these banned pesticide and herbicides that are getting into the illegal product so that's a grave concern,"" said Bill Jones, head of enforcement for California's Department of Cannabis Control. ""I'm not sure all consumers are aware of that.""
With cannabis markets still difficult to navigate, experts interviewed by NPR said the most reliable way to find regulated cannabis is in licensed shops in states and communities where they're allowed to operate. This often means paying a higher price, but the tradeoff in quality can be significant.

                A customer browses products for sale at the Green Goddess Collective legal cannabis dispensary in the Venice neighborhood of Los Angeles, California.  State officials and many cannabis experts hope licensed shops will eventually displace the booming black market industry.
                
                    
                    PATRICK T. FALLON/AFP via Getty Images/AFP
                    
                
hide caption

Many states where recreational cannabis is legal, including California and New Jersey and New York now have online advice to help people locate and buy legal marijuana. Double-check your brick-and-mortar shop to make sure it's licensed and reputable.
Even when working through a reliable seller, cannabis experts said it's a good idea to ask questions about sourcing and potency.
Everyone interviewed by NPR for this project said they expect it to get easier over time for people who choose to buy and use legal marijuana. Most pointed to the fact that America has gone through this kind of transition before with another popular consumer product: alcohol.
Alcohol prohibition was repealed in December 1933, but many states kept liquor bans on the books into the 1950s, creating the same kind of patchwork we now see with marijuana laws. Liquor bootleggers and smugglers continued to operate for years.
""When you move from prohibition to legalization, it takes time,"" said Beau Kilmer an expert on marijuana markets and co-director of the Rand Drug Policy Research Center.

                A restricted entry sign is posted to a location in the Goldridge neighborhood.
                
                    
                    Maggie Andresen for NPR
                    
                
hide caption

According to Kilmer, many states have mismanaged this transition, focusing too much on regulating legal weed companies without helping them compete with criminal organizations.
""After [states] pass legalization, they'll spend a couple of years coming up with the licensing regime and figuring out what the regulations are going to be and issuing licenses, but there hasn't been a lot of focus on what to do about the illegal market. And in a lot of places, enforcement just hasn't been a priority.""
This is changing in some places. In part to help legal operators compete, New York City has been cracking down on unlicensed marijuana retail stores. California officials say they seized nearly $200 million worth of illegally grown cannabis last year.
Despite these efforts, black market weed is expected to remain ""pervasive"" for years to come, according to state officials and drug policy experts.
In Fairfield, Sgt. McAtee watched as a truck backed up to another illegal grow house, preparing to haul away a big crop of seized cannabis. He said this crop might have wound up on shelves anywhere in the U.S.
""A lot of the places we hit, they're shipping their cannabis out of state, where they can make ten-fold [the profit] you'd make in California,"" he said.
Independent producer Tilda Wilson contributed reporting for this story from California.
Sponsor Message
Become an NPR sponsor"
2,2025-02-05,"

      Brian Mann
    


                In much of the U.S., illegal cannabis outcompetes legal weed sold in licensed shops. Officers with the law enforcement division of the California Department of Cannabis Control confiscate unlicensed marijuana plants in the Goldridge neighborhood of Fairfield, Calif., on Jan. 9.
                
                    
                    Maggie Andresen for NPR
                    
                
hide caption

FAIRFIELD, Calif. — On a crisp winter morning last month, Sgt. Erin McAtee watched as members of his team with the California Department of Cannabis Control executed a search warrant at a home in Fairfield, halfway between Sacramento and San Francisco.
They broke open the door of what looked on the outside like any other upscale suburban house on this street. Inside, the home had been gutted, transformed into a smelly mess of marijuana plants, grow lights, chemicals and pesticides.
""You can see the mold down on the tarp down there,"" McAtee said. ""Yup, that's mold."" His team also identified chemicals and pesticides not approved in the U.S. for use with consumer products like legal cannabis.

                Sgt. Erin McAtee led the raids of three private residences for unlicensed marijuana production in the Goldridge neighborhood of Fairfield, Calif. Officers recovered 2,001 pounds of cannabis plants and 167.56 pounds of cannabis shake.
                
                    
                    Maggie Andresen for NPR
                    
                
hide caption

A dozen years after states first started legalizing recreational marijuana, this is the complicated world of American cannabis. 
On the one hand, weed is now as normal to many consumers as a glass of wine or a bottle of beer. A growing number of companies offer government tested, well-regulated products. But a huge amount of the cannabis being sold in the U.S. still comes from bootleg operations. California officials acknowledge illegal sales still far outpace transactions through licensed shops and vendors.
According to McAtee, it's often difficult even for experienced agents to tell weed sourced through regulated channels from the criminal stuff.
""Our undercovers will buy cannabis from people who are outwardly pretending to be legit,"" he told NPR. ""They'll tell you they have a license and that everything they're doing is legit.""
If it's hard for experienced cops to distinguish regulated weed from black market products, it can be nearly impossible for average consumers. Advocates of marijuana legalization say it's disturbing that unregulated weed plays such a big role.
""We're talking about a market that lacks transparency and accountability,"" said Paul Armentano, head of NORML, the National Organization for the Reform of Marijuana Laws. He said any time a consumer product is being sold without proper regulation, it's risky.
""Whether I was getting cannabis or alcohol or my broccoli from an entirely unregulated market, I'd be concerned about any number of issues,"" Armentano said.

                An officer with the California Department of Cannabis Control confiscates bunches of unlicensed marijuana plants.
                
                    
                    Maggie Andresen for NPR
                    
                
hide caption

Advocates of cannabis decriminalization hoped legal weed companies would quickly move past this problem, eclipsing criminal growers and processors.
So far, the opposite has happened. Vanda Felbab-Brown, who studies criminal drug markets for the Brookings Institution, said regulated cannabis producers often compete with a growing network of criminal gangs often rooted in mainland China.
""They're spreading from the West Coast all the way up to Maine,"" she said.
According to Felbab-Brown, Chinese criminal organizations are drawn to the marijuana business because it's a relatively low risk to gain a foothold in communities. There's relatively little law enforcement pressure, unlike with harder drugs such as fentanyl and methamphetamines.
""These illegal cannabis cultivation plantations are used by the Chinese criminal groups for laundering money, but there is also increasingly an intertwining with human smuggling of Chinese people into the U.S. that go through some of those networks. They wind up in fact being enslaved at the plantations,"" she said.
NPR emailed Chinese officials to ask about the role of China-based organized crime in the U.S. cannabis industry but haven't heard back. In the past, Beijing has suggested the U.S. is pointing fingers at China to divert attention from America's drug and crime problems.

                The Law Enforcement Division of California's Department of Cannabis Control waits outside of one of the three private residences raided for unlicensed marijuana production.
                
                    
                    Maggie Andresen for NPR
                    
                
hide caption

Experts say criminal cannabis sellers wind up outcompeting licensed vendors. They don't pay taxes or costly fees, which means their prices are often lower. They can also sell their product anywhere in the country, ignoring federal laws that prevent legal companies from shipping cannabis across state lines.
Black market weed then often winds up on store shelves, packaged in ways that can make it indistinguishable from legal regulated cannabis.
""There's going to be mold and these banned pesticide and herbicides that are getting into the illegal product so that's a grave concern,"" said Bill Jones, head of enforcement for California's Department of Cannabis Control. ""I'm not sure all consumers are aware of that.""
With cannabis markets still difficult to navigate, experts interviewed by NPR said the most reliable way to find regulated cannabis is in licensed shops in states and communities where they're allowed to operate. This often means paying a higher price, but the tradeoff in quality can be significant.

                A customer browses products for sale at the Green Goddess Collective legal cannabis dispensary in the Venice neighborhood of Los Angeles, California.  State officials and many cannabis experts hope licensed shops will eventually displace the booming black market industry.
                
                    
                    PATRICK T. FALLON/AFP via Getty Images/AFP
                    
                
hide caption

Many states where recreational cannabis is legal, including California and New Jersey and New York now have online advice to help people locate and buy legal marijuana. Double-check your brick-and-mortar shop to make sure it's licensed and reputable.
Even when working through a reliable seller, cannabis experts said it's a good idea to ask questions about sourcing and potency.
Everyone interviewed by NPR for this project said they expect it to get easier over time for people who choose to buy and use legal marijuana. Most pointed to the fact that America has gone through this kind of transition before with another popular consumer product: alcohol.
Alcohol prohibition was repealed in December 1933, but many states kept liquor bans on the books into the 1950s, creating the same kind of patchwork we now see with marijuana laws. Liquor bootleggers and smugglers continued to operate for years.
""When you move from prohibition to legalization, it takes time,"" said Beau Kilmer an expert on marijuana markets and co-director of the Rand Drug Policy Research Center.

                A restricted entry sign is posted to a location in the Goldridge neighborhood.
                
                    
                    Maggie Andresen for NPR
                    
                
hide caption

According to Kilmer, many states have mismanaged this transition, focusing too much on regulating legal weed companies without helping them compete with criminal organizations.
""After [states] pass legalization, they'll spend a couple of years coming up with the licensing regime and figuring out what the regulations are going to be and issuing licenses, but there hasn't been a lot of focus on what to do about the illegal market. And in a lot of places, enforcement just hasn't been a priority.""
This is changing in some places. In part to help legal operators compete, New York City has been cracking down on unlicensed marijuana retail stores. California officials say they seized nearly $200 million worth of illegally grown cannabis last year.
Despite these efforts, black market weed is expected to remain ""pervasive"" for years to come, according to state officials and drug policy experts.
In Fairfield, Sgt. McAtee watched as a truck backed up to another illegal grow house, preparing to haul away a big crop of seized cannabis. He said this crop might have wound up on shelves anywhere in the U.S.
""A lot of the places we hit, they're shipping their cannabis out of state, where they can make ten-fold [the profit] you'd make in California,"" he said.
Sponsor Message
Become an NPR sponsor"
3,2025-02-05,"Business Insider Edition 
Mark Zuckerberg is now $40 billion richer this year after Meta stock continued its record winning streak on Tuesday, closing higher for the 12th consecutive session.

        Shares in the Facebook and Instagram owner have risen more than 17% this year on investor enthusiasm for its AI ambitions. Meta has added $235 billion to its value in the 12 sessions, valuing the company at almost $1.8 trillion.
    

        Zuckerberg is now worth $248 billion — just $12 billion behind Amazon founder Jeff Bezos, who has added $21 billion to his net worth this year, per the Bloomberg Billionaires Index.
    

        Both are behind Tesla and SpaceX CEO Elon Musk, who's worth $424 billion, but ahead of Oracle's Larry Ellison and LVMH CEO Bernard Arnault — worth $194 billion and $191 billion respectively.
    

        The Meta CEO took second place for the first time in October 2024 when he was worth just $206 billion. Since then Tesla stock has surged, helping Musk widen the gap between his nearest rival.
    

        Technology fortunes are volatile, so there is no guarantee Musk will always be on top of the rich list.
    

        After falling premarket, Meta was 1.6% higher on Wednesday at about $715.
    
 Thanks for signing up for our daily insight on the African economy. We bring you daily editor picks from the best Business Insider news content so you can stay updated on the latest topics and conversations on the African market, leaders, careers and lifestyle.  Also join us across all of our other channels - we love to be connected!
 © 2025 africa.businessinsider.com"
4,2025-02-05,"Is it too soon to get excited?

When you purchase through links on our site, we may earn an affiliate commission. Here’s how it works.

Huawei may have teased good news for consumers who've been eyeing the world's first tri-fold.
Recently, Huawei posted an ""innovative product launch"" teaser on X, which leaves speculation to wonder if its the company's tri-fold (via Android Authority). The Chinese OEM said, ""Be part of the extraordinary as we unveil the ultimate."" The final part ""the ultimate,"" seemingly refers to the Mate XT, also known as the Mate XT Ultimate Design.
Additionally, the post features a teaser image that looks like the Z-Shape we often see the Mate XT in for promotional photos.
The brief teaser ends by saying the full reveal will occur on February 18 in Kuala Lumpur, the capital city of Malaysia.
Be part of the extraordinary as we unveil the ultimate. Join us at #HuaweiLaunch on 18 February 2025, Kuala Lumpur. #UnfoldtheClassic pic.twitter.com/O1RbUrBg9PFebruary 5, 2025
It's worth noting that nothing is confirmed by Huawei at this point. Aside from users speculating it could be the Mate XT in its X thread, the company has only responded with ""Stay tuned!""
As a reminder, Huawei launched the world's first tri-fold — to Samsung's surprise — in September 2024. When fully unfolded, the device features an immersive, tablet-like 10.2-inch display. The interesting thing about this phone is that users can use it in different ""modes"" or ""states."" Using a singular screen will grant you a more slab phone-style 6.4-inch OLED display while unfolding an additional screen provides a 7.9-inch experience.
At its maximum, the Mate XT is said to utilize the company's ""golden ratio"" of 16:11 in 3K resolution.
Get the latest news from Android Central, your trusted companion in the world of Android
Huawei also highlighted its newly developed hinge for the Mate XT, which can accommodate internal and external bending. This was done to aid its durability with continuous opening and closing in a user's daily life.
The circular camera array offers three lenses: a 50MP primary lens, a 12MP ultrawide-angle lens, and a 12MP periscope lens. A wealth of Huawei's AI met users in China several months ago. AI features to help users write, edit pictures, and more were among its initial highlights.
The Mate XT, given its design, was quite expensive, starting at ¥19,999 (~$2,808). It seems likely we'll see a high price here in the U.S. should this teaser point toward the tri-fold. But, perhaps we are looking at a global launch of the Mate XT as the publication states it received ""confirmation"" that Huawei would do so in Q1 2025.
Nickolas is always excited about tech and getting his hands on it. Writing for him can vary from delivering the latest tech story to scribbling in his journal. When Nickolas isn't hitting a story, he's often grinding away at a game or chilling with a book in his hand.
The Samsung Galaxy S25 deals are finally here — some some major trade-in credit, free gift cards, and more
Honor Magic 7 Pro camera review: All-encompassing AI joins solid hardware
Moto Razr Plus 2025 benchmark details next-gen flagship tech from Qualcomm

Androidcentral is part of Future US Inc, an international media group and leading digital publisher. Visit our corporate site.

©
Future US, Inc. Full 7th Floor, 130 West 42nd Street,
New York,
NY 10036. "
5,2025-02-05,"US stocks (^GSPC, ^IXIC, ^DJI) closed higher as Nvidia (NVDA) shares rose over 5%. This is driven by continued artificial intelligence (AI..."
6,2025-02-05,"The days of Disney+ growing like gangbusters seem well and finally over. Disney stock is down slightly on Wednesday following its release of earnings for the final three months of 2024, which included the news that its eponymous streaming service lost 700,000 subscribers. The company expects further “modest” declines through 2025, perhaps the consequence of successive price increases, the institution of a crackdown on password sharing, and a reduction in content spend. Hulu was a bright spot, adding 1.6 million subscribers.
Disney+ now has 124.6 million subscribers, down from 125.3 million, while Hulu sits at 53.6 million subscribers, up from 52 million. Overall, Disney’s financial performance beat expectations, with earnings per share of $1.76 on revenue of $24.7 billion. Analysts on Wall Street had expected earnings of $1.43 per share on $24.55 billion in revenue. Disney’s parks did particularly well, which is something most other streamers do not have to supplement their streaming businesses.
After Bob Iger returned as CEO in 2022 because he just could not seem to give up power, he set out an aggressive plan to reach profitability in streaming with a promise that Disney+ would break even by the end of 2024. The company was able to achieve that, with the final three months of 2024 marking its third straight quarter of streaming profitability. That has required becoming more fiscally responsible and making its streaming services less enticing, including by raising prices, introducing an ad-supported tier, and more recently targeting password sharing.
Disney+ received a lot of criticism from fans who said the company was causing fatigue and watering down its IP by producing too much new content. After returning to the helm, Iger said Disney would reduce the amount of content it produced with the goal of improving the overall quality and profitability of streaming after several years of pumping out a monumental amount content to try and compete against Netflix. Investors on Wall Street were okay with heavy content spend for some time, but eventually began to demand that the likes of Disney and Warner Bros. stop bleeding cash and start returning profits.
Netflix has only continued to grow and maintain its lead as the clear winner in streaming. It added a record 19 million subscribers to close out 2024âwith total subscribers crossing 300 millionâand has found success with its introduction of an ad-supported tier and foray into live content, two initiatives that were unthinkable in the past. Netflix gets richer and richer while the rest of the streaming industry is looking like has-beens.
The problem for Disney and other streamers is that their catalogs remain much smaller than Netflix’s, and have higher churn. Consumers will sign up for a service, watch a new season of their favorite show, and then cancel. Netflix does not have the same churn problem because it has a huge backlog of content and continues to spend $17-18 billion per year on new content. It does not help that Disney+ is more geared towards children and teens, limiting its appeal; how many times do people really want to rewatch The Simpsons? Disney expects to spend $24 billion in 2025 on new content, but 40% of that goes towards sports rights; spending on new TV shows and movies might actually decrease.
Fortunately for Disney, it remains the king of programming for children, and was able to release some hit movies in 2024 after several years of successive flops like “Lightyear” and “Strange World.” Its lucrative theme parks also create for a flywheel effectâchildren who watch Disney content want to visit the parks, where passes are quite pricey these days. Which is to say, it makes sense to look at Disney+ more holistically as a service that reinforces the popularity of Disney’s other lines of business.
At least for parents, Disney+ will likely remain on the monthly credit card statement. Disney’s other service, ESPN+, might eventually be a bright spot as more sports moves to streaming.

disneyDisney PlusStreaming 

          Get the best tech, science, and culture news in your inbox daily.
        

          News from the future, delivered to your present.
        

      Please select your desired newsletters and submit your email to upgrade your inbox.
    

          You can watch âWaiting for Guffman,â âTrue Stories,â and âThe Science of Sleepâ for free, right now, and thereâs no catch.
        

          The best horror, sci-fi, and genre titles coming to Netflix, Hulu, Prime Video, Disney+, and beyond, including Final Destination, Attack the Block, and Human Centipede.
        

          The premiere episode of Marvel's animated Spider-Man show pinballs between being an MCU cover band and doing its own thing.
        

          The series, formerly titled Spider-Man: Freshman Year, starts streaming on Disney+ January 29.
        

          Just like WandaVision before it, creator Jac Schaeffer envisioned the Marvel series as a one-and-done.
        

          Analysis of a year of streaming TV habits backs up fans who think the Star Wars series was canceled too soon.
        

Best of CES 2025 Awards â
We may earn a commission when you buy through links on our sites.
Â©2025 GIZMODO USA LLC. All rights reserved.
Mode

                Follow us
              
Mode

                Follow us
              "
7,2025-02-05,"We are experiencing some temporary issues. The market data on this page is currently delayed. Please bear with us as we address this and restore your personalized lists.
We recently compiled a list of the 12 High Flying AI Stocks This Week. In this article, we are going to take a look at where International Business Machines Corporation (NYSE:IBM) stands against the other high flying AI stocks.
In the artificial intelligence world, the spotlight will be shifting to France next week as the world awaits the US and China to find common ground over the safe development of artificial intelligence. Judging by the measured response from China over the tariffs issue, there is a chance it might. That noted, a wide variety of countries are going to be attending an AI Action Summit in Paris next week to discuss how to put the technology to work. France is going to be hosting the summit alongside India on Feb 10 and 11, focusing on areas such as open-source systems and clean energy for powering data centers, Reuters reported.
READ NOW: Top 10 AI Stocks Trending On Wall Street and 9 AI Stocks Investors Are Monitoring
Meanwhile, the emergence of DeepSeek is increasingly turning into a game-changing event for AI development in China. The founder, Liang Wenfeng, is being hailed as a national hero. Indeed, his efforts have greatly helped the country to catch up with the US in the race toward AI supremacy. Chinese companies are increasingly rushing to support AI models coming from DeepSeek. Moore Threads and Hygon Information Technology, for instance, said on Monday that their computing clusters and accelerators will be able to support Deep Seek’s R1 and V3 models. Moore Threads, in particular, stated that progress by DeepSeek’s models using domestically made GPUs could set China's AI industry “on fire”.
While many of the companies in China are rushing to adopt DeepSeek, yet many others are pushing their own AI models forward. Alibaba Cloud released Qwen 2.5-Max just after DeepSeek over the holidays, Beijing-based start-up Zhipu is also in the AI race with its AI assistant app released in October, Chinese start-up Moonshot AI released its own LLM the day DeepSeek released its r1 model, and more. These moves by Chinese companies, and the broader market reaction in the US after the emergence of DeepSeek, reflect on how grave the impact has been on the AI world.
For this article, we selected AI stocks by going through news articles, stock analysis, and press releases. These stocks are also popular among hedge funds.
Why are we interested in the stocks that hedge funds pile into? The reason is simple: our research has shown that we can outperform the market by imitating the top stock picks of the best hedge funds. Our quarterly newsletter’s strategy selects 14 small-cap and large-cap stocks every quarter and has returned 275% since May 2014, beating its benchmark by 150 percentage points (see more details here).
A closeup of a woman's hands typing rapidly on a laptop in a corporate office setting.
Number of Hedge Fund Holders: 56
International Business Machines Corporation (NYSE:IBM) is a multinational technology company and a pioneer in artificial intelligence, offering AI consulting services and a suite of AI software products. On February 4th, Bank of America Securities analyst Wamsi Mohan reiterated a Buy rating on the stock and set a price target of $270.00. The rating, issued after IBM’s Investor Day, emphasized sustainable revenue and margin growth for IBM. CEO Arvind Krishna has been leading the company toward strategic transformation, with a portfolio shift towards higher growth areas such as software and consulting. As such, the company targets a topline growth of over 5% and anticipates an approximately 10% compound annual growth rate in this segment. Improvements in profit and free cash flow are also a plus point, while divested low-growth assets and mergers and acquisitions have strengthened both total and organic growth. Lastly, emphasis on areas such as quantum computing and AI-driven consulting services is expected to provide further growth potential. All of these factors have together led to the reiterated buy rating.
Overall IBM ranks 8th on our list of the high flying AI stocks this week. While we acknowledge the potential of IBM as an investment, our conviction lies in the belief that some AI stocks hold greater promise for delivering higher returns and doing so within a shorter timeframe. If you are looking for an AI stock that is more promising than IBM but that trades at less than 5 times its earnings, check out our report about the cheapest AI stock.
 
READ NEXT: 20 Best AI Stock To Buy Now and Complete List of All AI Companies Under $2 Billion Market Cap.
 
Disclosure: None. This article is originally published at Insider Monkey.
Sign in to access your portfolio"
8,2025-02-05,"Apple could be facing a potential Chinese antitrust investigation into its App Store policies and developer fees, reports Bloomberg. 
China's State Administration for Market Regulation (SAMR) is said to have been critically examining Apple's practices and holding discussions with the company since last year, specifically about its 30% commission on in-app purchases and restrictions on external payment services, according to the outlet's sources. 
Chinese regulators are said to be particularly focused on whether Apple's fees for local developers are unreasonably high. They're also examining if the company's prohibition of third-party app stores and payment methods stifles competition and negatively impacts Chinese consumers. ""If Apple resists making changes, the government may launch a formal investigation,"" Bloomberg's sources said.
The conversations are said to stem from long-running disputes between Apple and developers such as Tencent and ByteDance. A report in August said Apple had been putting pressure on them to make significant changes to two of China's most popular apps in order to remove loopholes that circumvent Apple's typical 30% commission.
The regulatory scrutiny comes at a time of escalating tensions between the United States and China. Just this week, SAMR announced a formal investigation into Google's practices moments after new US tariffs on Chinese goods took effect.
Apple's position in China is particularly delicate. The country serves as the primary manufacturing base for iPhones and is Apple's largest market outside the United States. It's also having to compete with increasingly confident local rivals like Huawei, with Apple reporting an 11% decline in revenue from China over the holiday quarter.
Apple is no stranger to regulatory scrutiny and has already had to implement a series of changes to avoid fines and other penalties elsewhere, including revamping its store practices in the European Union to comply with the Digital Markets Act. 
Note: Due to the political or social nature of the discussion regarding this topic, the discussion thread is located in our Political News forum.  All forum members and site visitors are welcome to read and follow the thread, but posting is limited to forum members with at least 100 posts.
Get weekly top MacRumors stories in your inbox.
New visual intelligence features for iPhone 16 models, tweaks for notification summaries, and more.
Apple Intelligence is what Apple is calling its artificial intelligence feature set, previewed at WWDC in June 2024. Here's everything we know.
Image Playground is Apple's dedicated image creation app that can build cartoon-like pictures based on text descriptions.

If you're experiencing issues with iPhone Mirroring, follow these steps to get it working again.
M4 chip update expected, but no design changes.
Chip update and other spec bumps for Apple's entry-level iPad.
The end of the iPhone Home button as Apple shifts its final model to an all-display front with a notch and Face ID.
Apple appears to be skipping the M3 generation and waiting to launch an M4 Mac Studio in mid-2025.
10 hours ago by Joe Rossignol
10 hours ago by Joe Rossignol
11 hours ago by Joe Rossignol
1 day ago by Joe Rossignol
2 days ago by Tim Hardwick
 
MacRumors attracts a broad audience of both consumers and professionals interested in the latest technologies and products. We also boast an active community focused on purchasing decisions and technical aspects of the iPhone, iPad, Mac, and other Apple platforms."
9,2025-02-05,"Business Insider Edition 
Google tweaked one of its Super Bowl ads posted on YouTube after the AI featured in it displayed an inaccurate cheese statistic.

        The original video showing off Google's Gemini offerings in Workspace was posted five days ago and showed the AI generating a response for a small-business owner in Wisconsin. In the response, Gemini claims Gouda accounts for ""50 to 60% of the world's cheese consumption.""
    

        The edited ad now shows a Gemini response that says Gouda ""is one of the most popular cheeses in the world.""
    

        A Google spokesperson told Business Insider that it consulted with the business owner from the ad about how he would handle the situation ""after the question came up about the Gouda stat.""
    

        ""Following his suggestion to have Gemini rewrite the product description without the stat, we updated the UI to reflect what the business would do,"" the spokesperson said.
    

        A report about cheese market share published by global management consulting firm IMARC Group said that cheddar cheese ""accounts for the majority of the market at around 32.4%."" Gouda was not included in the report's top five by market share.
    

        Andrew Novakovic, the UV Baker professor of agricultural economics emeritus at Cornell University, told The Verge that Gouda ""is almost assuredly not the most widely consumed"" cheese globally.
    

        Jerry Dischler, president of Cloud applications at Google Cloud, replied to one user's post that called the stat ""unequivocally false."" Dischler said that Gemini's response was ""not a hallucination"" and that it was ""grounded in the web.""
    

        ""In this case, multiple sites across the web include the 50-60% stat,"" Dischler said. ""Gouda news: many love this cheese! Bada news: not everyone thinks it's as grate.""
    

        The incident highlights that in addition to industry-wide risks of hallucination, AI products that are trained on or pull information from the web aren't necessarily providing fact-checked responses. The Gouda stat, for example, does exist on a website called Cheese.com.
    

        It's not the first time Google has displayed incorrect information in a video promoting its AI. Last spring, the tech giant released a promo video in which Gemini provided a list of solutions to a photographer dealing with camera issues. One of the suggested solutions would have destroyed the photographer's photos.
    

        Similarly, in 2023, a Google demo video showing off its Bard chatbot incorrectly stated the James Webb Space Telescope was the first to photograph an exoplanet. It was actually taken by a telescope operated by the European Southern Observatory, according to NASA.
    

        The tech giant also made headlines due to inaccuracies generated by its AI Overviews feature, which appears at the top of some search queries. Last year, it caused an online stir when it said to put glue in pizza sauce to prevent the cheese from falling off.
    

        Google's Super Bowl ad is a good reminder of evergreen advice that applies to anyone using AI tools: Just because an AI says something confidently, it doesn't mean that it's true.
    
 Thanks for signing up for our daily insight on the African economy. We bring you daily editor picks from the best Business Insider news content so you can stay updated on the latest topics and conversations on the African market, leaders, careers and lifestyle.  Also join us across all of our other channels - we love to be connected!
 © 2025 africa.businessinsider.com"
